 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> xullo 25, 2025 
 ==================================================================

 Disk File Name = SRIM Outputs\8Li_silicon.txt

 Ion = Lithium [3] , Mass = 8,0208 amu

 Target Density =  2,3212E+00 g/cm3 = 4,9770E+22 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
     Si     14    100,00    100,00   
 ====================================
 Bragg Correction = 0,00%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
       Energy      Elec.      Nuclear     Range     Straggling   Straggling
  --------------  ---------- ---------- ----------  ----------  ----------
 600,00 MeV   1,516E+01  6,415E-03   22,28 mm   918,08 um   308,21 um  
 650,00 MeV   1,427E+01  5,962E-03   25,68 mm     1,04 mm   353,47 um  
 700,00 MeV   1,350E+01  5,571E-03   29,28 mm     1,16 mm   401,17 um  
 800,00 MeV   1,223E+01  4,929E-03   37,06 mm     1,60 mm   503,56 um  
 900,00 MeV   1,123E+01  4,424E-03   45,59 mm     2,01 mm   614,70 um  
   1,00 GeV   1,042E+01  4,017E-03   54,83 mm     2,40 mm   734,02 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1,0000E-01                 eV / Angstrom 
  1,0000E+00                keV / micron   
  1,0000E+00                MeV / mm       
  4,3083E-03                keV / (ug/cm2) 
  4,3083E-03                MeV / (mg/cm2) 
  4,3083E+00                keV / (mg/cm2) 
  2,0093E-01                 eV / (1E15 atoms/cm2)
  7,1484E-03                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
